,score,metric
0,0.22448979591836735,precision
1,0.29285714285714287,precision
2,0.15037593984962405,precision
3,0.24793388429752067,precision
4,0.379746835443038,precision
5,0.40404040404040403,precision
6,0.1510791366906475,precision
7,0.2,precision
8,0.5303030303030303,precision
9,0.0958904109589041,precision
10,0.052083333333333336,precision
11,0.1111111111111111,precision
12,0.24731182795698925,precision
13,0.2242152466367713,precision
14,0.16981132075471697,precision
15,0.39285714285714285,precision
16,0.09774436090225563,precision
17,0.2809917355371901,precision
18,0.4074074074074074,precision
19,0.24431818181818182,precision
20,0.29411764705882354,precision
21,0.18781725888324874,precision
22,0.256,precision
23,0.2909090909090909,precision
24,0.26,precision
25,0.19424460431654678,precision
26,0.2972972972972973,precision
27,0.3157894736842105,precision
28,0.18584070796460178,precision
29,0.4084507042253521,precision
30,0.2631578947368421,precision
31,0.2553191489361702,precision
32,0.13157894736842105,precision
33,0.42424242424242425,precision
34,0.037037037037037035,precision
35,0.25,precision
36,0.2214765100671141,recall
37,0.3037037037037037,recall
38,0.11764705882352941,recall
39,0.2702702702702703,recall
40,0.379746835443038,recall
41,0.3669724770642202,recall
42,0.12280701754385964,recall
43,0.22580645161290322,recall
44,0.4117647058823529,recall
45,0.1,recall
46,0.20833333333333334,recall
47,0.21739130434782608,recall
48,0.3770491803278688,recall
49,0.23696682464454977,recall
50,0.1656441717791411,recall
51,0.3767123287671233,recall
52,0.09774436090225563,recall
53,0.2764227642276423,recall
54,0.38823529411764707,recall
55,0.21717171717171718,recall
56,0.28735632183908044,recall
57,0.17703349282296652,recall
58,0.2689075630252101,recall
59,0.3047619047619048,recall
60,0.32098765432098764,recall
61,0.17088607594936708,recall
62,0.3,recall
63,0.375,recall
64,0.16535433070866143,recall
65,0.3972602739726027,recall
66,0.2,recall
67,0.2926829268292683,recall
68,0.16129032258064516,recall
69,0.3783783783783784,recall
70,0.04,recall
71,0.3023255813953488,recall
72,0.22297297297297297,F1
73,0.2981818181818182,F1
74,0.13201320132013197,F1
75,0.2586206896551725,F1
76,0.379746835443038,F1
77,0.38461538461538464,F1
78,0.13548387096774195,F1
79,0.21212121212121215,F1
80,0.4635761589403973,F1
81,0.0979020979020979,F1
82,0.08333333333333334,F1
83,0.14705882352941177,F1
84,0.2987012987012987,F1
85,0.2304147465437788,F1
86,0.16770186335403725,F1
87,0.38461538461538464,F1
88,0.09774436090225563,F1
89,0.27868852459016397,F1
90,0.39759036144578314,F1
91,0.22994652406417113,F1
92,0.2906976744186046,F1
93,0.18226600985221672,F1
94,0.26229508196721313,F1
95,0.29767441860465116,F1
96,0.287292817679558,F1
97,0.1818181818181818,F1
98,0.2986425339366516,F1
99,0.34285714285714286,F1
100,0.17500000000000002,F1
101,0.40277777777777785,F1
102,0.22727272727272727,F1
103,0.2727272727272727,F1
104,0.14492753623188406,F1
105,0.4000000000000001,F1
106,0.03846153846153846,F1
107,0.2736842105263158,F1
