,score,metric
0,0.8582677165354331,precision
1,0.8095238095238095,precision
2,0.6747967479674797,precision
3,0.7777777777777778,precision
4,0.8405797101449275,precision
5,0.8045977011494253,precision
6,0.743801652892562,precision
7,0.8275862068965517,precision
8,0.9152542372881356,precision
9,0.7241379310344828,precision
10,0.2727272727272727,precision
11,0.5151515151515151,precision
12,0.6329113924050633,precision
13,0.8324873096446701,precision
14,0.7841726618705036,precision
15,0.9022556390977443,precision
16,0.75,precision
17,0.8461538461538461,precision
18,0.9493670886075949,precision
19,0.8313253012048193,precision
20,0.8311688311688312,precision
21,0.7752808988764045,precision
22,0.8189655172413793,precision
23,0.8446601941747572,precision
24,0.7717391304347826,precision
25,0.8524590163934426,precision
26,0.8181818181818182,precision
27,0.801980198019802,precision
28,0.8055555555555556,precision
29,0.8636363636363636,precision
30,0.7777777777777778,precision
31,0.9024390243902439,precision
32,0.6052631578947368,precision
33,0.9354838709677419,precision
34,0.7916666666666666,precision
35,0.723404255319149,precision
36,0.7364864864864865,recall
37,0.7555555555555555,recall
38,0.48823529411764705,recall
39,0.7567567567567568,recall
40,0.7341772151898734,recall
41,0.6422018348623854,recall
42,0.5294117647058824,recall
43,0.7741935483870968,recall
44,0.6352941176470588,recall
45,0.6,recall
46,0.625,recall
47,0.7555555555555555,recall
48,0.819672131147541,recall
49,0.780952380952381,recall
50,0.6687116564417178,recall
51,0.821917808219178,recall
52,0.549618320610687,recall
53,0.8048780487804879,recall
54,0.8823529411764706,recall
55,0.696969696969697,recall
56,0.735632183908046,recall
57,0.6634615384615384,recall
58,0.8050847457627118,recall
59,0.8365384615384616,recall
60,0.8765432098765432,recall
61,0.6582278481012658,recall
62,0.7363636363636363,recall
63,0.84375,recall
64,0.6850393700787402,recall
65,0.7808219178082192,recall
66,0.56,recall
67,0.9024390243902439,recall
68,0.7419354838709677,recall
69,0.7837837837837838,recall
70,0.76,recall
71,0.7906976744186046,recall
72,0.7927272727272727,F1
73,0.7816091954022989,F1
74,0.5665529010238908,F1
75,0.7671232876712328,F1
76,0.7837837837837838,F1
77,0.7142857142857143,F1
78,0.6185567010309277,F1
79,0.7999999999999999,F1
80,0.75,F1
81,0.65625,F1
82,0.37974683544303794,F1
83,0.6126126126126126,F1
84,0.7142857142857143,F1
85,0.8058968058968059,F1
86,0.7218543046357616,F1
87,0.8602150537634409,F1
88,0.6343612334801763,F1
89,0.8250000000000001,F1
90,0.9146341463414634,F1
91,0.7582417582417583,F1
92,0.7804878048780488,F1
93,0.7150259067357513,F1
94,0.811965811965812,F1
95,0.8405797101449275,F1
96,0.8208092485549133,F1
97,0.7428571428571428,F1
98,0.7751196172248803,F1
99,0.8223350253807107,F1
100,0.7404255319148937,F1
101,0.8201438848920863,F1
102,0.6511627906976745,F1
103,0.9024390243902439,F1
104,0.6666666666666666,F1
105,0.8529411764705881,F1
106,0.7755102040816326,F1
107,0.7555555555555555,F1
