,score,metric
0,0.4897959183673469,precision
1,0.4857142857142857,precision
2,0.3533834586466165,precision
3,0.49586776859504134,precision
4,0.5569620253164557,precision
5,0.5151515151515151,precision
6,0.3381294964028777,precision
7,0.4,precision
8,0.7121212121212122,precision
9,0.3698630136986301,precision
10,0.10416666666666667,precision
11,0.25555555555555554,precision
12,0.34408602150537637,precision
13,0.48878923766816146,precision
14,0.39622641509433965,precision
15,0.5642857142857143,precision
16,0.23308270676691728,precision
17,0.5041322314049587,precision
18,0.5555555555555556,precision
19,0.4431818181818182,precision
20,0.4588235294117647,precision
21,0.4416243654822335,precision
22,0.496,precision
23,0.5545454545454546,precision
24,0.46,precision
25,0.4028776978417266,precision
26,0.5045045045045045,precision
27,0.5526315789473685,precision
28,0.4247787610619469,precision
29,0.5633802816901409,precision
30,0.3684210526315789,precision
31,0.44680851063829785,precision
32,0.2631578947368421,precision
33,0.6666666666666666,precision
34,0.4444444444444444,precision
35,0.38461538461538464,precision
36,0.48322147651006714,recall
37,0.5037037037037037,recall
38,0.27647058823529413,recall
39,0.5405405405405406,recall
40,0.5569620253164557,recall
41,0.46788990825688076,recall
42,0.27485380116959063,recall
43,0.45161290322580644,recall
44,0.5529411764705883,recall
45,0.38571428571428573,recall
46,0.4166666666666667,recall
47,0.5,recall
48,0.5245901639344263,recall
49,0.5165876777251185,recall
50,0.38650306748466257,recall
51,0.541095890410959,recall
52,0.23308270676691728,recall
53,0.4959349593495935,recall
54,0.5294117647058824,recall
55,0.3939393939393939,recall
56,0.4482758620689655,recall
57,0.41626794258373206,recall
58,0.5210084033613446,recall
59,0.580952380952381,recall
60,0.5679012345679012,recall
61,0.35443037974683544,recall
62,0.509090909090909,recall
63,0.65625,recall
64,0.3779527559055118,recall
65,0.547945205479452,recall
66,0.28,recall
67,0.5121951219512195,recall
68,0.3225806451612903,recall
69,0.5945945945945946,recall
70,0.48,recall
71,0.46511627906976744,recall
72,0.48648648648648646,F1
73,0.49454545454545457,F1
74,0.3102310231023102,F1
75,0.517241379310345,F1
76,0.5569620253164557,F1
77,0.4903846153846154,F1
78,0.3032258064516129,F1
79,0.4242424242424243,F1
80,0.6225165562913908,F1
81,0.37762237762237766,F1
82,0.16666666666666669,F1
83,0.338235294117647,F1
84,0.4155844155844156,F1
85,0.5023041474654378,F1
86,0.391304347826087,F1
87,0.5524475524475526,F1
88,0.23308270676691728,F1
89,0.5,F1
90,0.5421686746987951,F1
91,0.41711229946524064,F1
92,0.45348837209302323,F1
93,0.4285714285714286,F1
94,0.5081967213114754,F1
95,0.5674418604651164,F1
96,0.5082872928176795,F1
97,0.37710437710437705,F1
98,0.5067873303167421,F1
99,0.6,F1
100,0.4,F1
101,0.5555555555555555,F1
102,0.3181818181818182,F1
103,0.4772727272727273,F1
104,0.2898550724637681,F1
105,0.6285714285714286,F1
106,0.4615384615384615,F1
107,0.4210526315789474,F1
